,TeamID,Time,SubjectIDSender,SubjectIDReceiver,MessageType,SurpriseAccordingToSendersEgoModel,SurpriseAccordingToSendersAlterModelOfReceiver
120,201041,253,2,0,N,0.6634317695174319,0.2231435513142097
121,201041,253,2,1,N,0.6634317695174319,0.2231435513142097
122,201041,253,2,1,Y,1.6094379124341003,0.6634317695174319
123,201041,253,2,1,Y,1.6094379124341003,0.20357590898252861
124,201041,268,4,1,Y,1.6094379124341003,0.20357590898252861
125,201041,269,3,1,Y,0.6634317695174319,0.20357590898252861
126,201041,298,1,4,Y,0.6634317695174319,0.6634317695174319
127,201041,298,1,4,Y,0.6634317695174319,0.20357590898252861
128,201041,306,2,1,Y,1.6094379124341003,0.062467841641360974
129,201041,310,0,2,Y,1.6094379124341003,1.6094379124341003
130,201041,310,0,4,Y,1.6094379124341003,0.6634317695174319
131,201041,310,0,4,Y,1.6094379124341003,0.20357590898252861
132,201041,333,4,0,Y,1.6094379124341003,1.6094379124341003
133,201041,333,4,1,Y,1.6094379124341003,0.062467841641360974
134,201041,338,3,0,Y,0.6634317695174319,1.6094379124341003
135,201041,338,3,1,Y,0.6634317695174319,0.062467841641360974
136,201041,357,0,3,Y,1.6094379124341003,0.6634317695174319
137,201041,357,0,4,Y,1.6094379124341003,0.062467841641360974
138,201049,126,2,0,N,1.6094379124341003,0.2231435513142097
139,201049,126,2,0,N,0.6634317695174319,0.2231435513142097
140,201049,128,1,0,N,1.6094379124341003,0.2231435513142097
141,201049,128,1,0,N,0.6634317695174319,0.2231435513142097
142,201049,132,3,0,N,0.6634317695174319,0.2231435513142097
143,201049,132,3,0,N,0.6634317695174319,0.2231435513142097
144,201049,138,0,3,Y,2.1232449272879514,1.6094379124341003
145,201049,144,4,0,N,1.6094379124341003,0.2231435513142097
146,201049,144,4,0,N,0.6634317695174319,0.2231435513142097
147,201049,145,1,3,Y,1.6094379124341003,1.6094379124341003
148,201049,159,0,4,N,0.6634317695174319,0.2231435513142097
149,201049,189,0,3,MY,1.6094379124341003,1.6094379124341003
150,201049,189,0,4,MY,1.6094379124341003,1.6094379124341003
151,201049,202,3,0,MY,0.6634317695174319,1.6094379124341003
152,201049,219,1,0,MY,0.6634317695174319,1.6094379124341003
153,201049,219,1,3,MY,0.6634317695174319,1.6094379124341003
154,201049,219,1,3,MY,0.6634317695174319,0.6634317695174319
155,201049,226,4,0,MY,1.6094379124341003,1.6094379124341003
156,201049,230,2,0,MY,1.6094379124341003,1.6094379124341003
157,201049,230,2,1,Y,1.6094379124341003,1.6094379124341003
158,201049,230,2,3,Y,1.6094379124341003,1.6094379124341003
159,201049,230,2,3,MY,1.6094379124341003,1.6094379124341003
160,201049,230,2,3,MY,1.6094379124341003,0.6634317695174319
161,201049,238,0,1,Y,1.6094379124341003,1.6094379124341003
162,201049,238,0,2,Y,1.6094379124341003,1.6094379124341003
163,201049,238,0,3,MY,1.6094379124341003,0.6634317695174319
164,201049,241,1,0,Y,0.6634317695174319,0.6634317695174319
165,201049,241,1,2,Y,0.6634317695174319,1.6094379124341003
166,201049,241,0,1,Y,1.6094379124341003,0.4938605611441196
167,201049,244,3,0,Y,0.6634317695174319,0.6634317695174319
168,201049,244,3,0,Y,0.6634317695174319,0.20357590898252861
169,201049,244,3,1,Y,0.6634317695174319,1.6094379124341003
170,201049,244,3,1,Y,0.6634317695174319,0.4938605611441196
171,201049,244,3,2,Y,0.6634317695174319,1.6094379124341003
172,201049,259,4,0,Y,1.6094379124341003,0.6634317695174319
173,201049,259,4,0,Y,1.6094379124341003,0.20357590898252861
174,201049,299,1,0,Y,0.6634317695174319,0.20357590898252861
175,201049,299,1,3,Y,0.6634317695174319,0.27347542232266925
176,201049,299,1,3,Y,0.6634317695174319,0.08391670438727078
177,201049,299,1,3,Y,0.6634317695174319,0.02575007733935164
178,201049,311,3,1,Y,0.6634317695174319,0.15154250559732058
179,201049,323,1,3,Y,0.6634317695174319,0.007901483832379534
180,201049,328,0,1,Y,1.6094379124341003,0.15154250559732058
181,201049,328,0,1,Y,1.6094379124341003,0.04650124510754813
182,201049,328,0,3,Y,1.6094379124341003,0.27347542232266925
183,201049,328,0,3,Y,1.6094379124341003,0.08391670438727078
184,201049,328,0,3,Y,1.6094379124341003,0.02575007733935164
185,201049,328,0,3,Y,1.6094379124341003,0.007901483832379534
186,201049,328,0,4,Y,1.6094379124341003,0.6634317695174319
187,201049,335,2,0,Y,1.6094379124341003,0.6634317695174319
188,201049,335,2,0,Y,1.6094379124341003,0.20357590898252861
189,201049,335,2,0,Y,1.6094379124341003,0.062467841641360974
190,201049,335,2,1,Y,1.6094379124341003,0.4938605611441196
191,201049,335,2,1,Y,1.6094379124341003,0.15154250559732058
192,201049,335,2,1,Y,1.6094379124341003,0.04650124510754813
193,201049,335,2,3,Y,1.6094379124341003,0.27347542232266925
194,201049,335,2,3,Y,1.6094379124341003,0.08391670438727078
195,201049,335,2,3,Y,1.6094379124341003,0.02575007733935164
196,201049,335,2,3,Y,1.6094379124341003,0.007901483832379534
197,201055,180,0,3,N,1.6094379124341003,0.2231435513142097
198,201055,263,1,2,MY,2.1232449272879514,1.6094379124341003
199,201055,276,0,2,MY,1.6094379124341003,1.6094379124341003
200,201055,276,0,4,MY,0.6634317695174319,1.6094379124341003
201,201055,276,0,4,MY,2.3299800242162787,1.6094379124341003
202,201055,276,0,4,MY,1.6094379124341003,1.6094379124341003
203,201055,276,0,4,MY,0.6634317695174319,0.6634317695174319
204,201055,359,2,1,Y,0.6634317695174319,1.6094379124341003
205,201055,363,0,1,Y,1.6094379124341003,1.6094379124341003
206,201055,363,0,2,Y,1.6094379124341003,0.6634317695174319
207,201055,363,0,3,MY,0.6634317695174319,1.6094379124341003
208,201055,363,0,3,MY,2.3299800242162787,1.6094379124341003
209,201055,363,0,4,Y,0.6634317695174319,0.27347542232266925
210,201055,368,4,0,Y,0.27347542232266925,1.6094379124341003
211,201055,377,2,0,Y,0.6634317695174319,1.6094379124341003
212,201061,163,1,3,N,0.6634317695174319,0.2231435513142097
213,201061,166,3,1,MY,2.3299800242162787,1.6094379124341003
214,201061,167,4,1,MY,0.6634317695174319,1.6094379124341003
215,201061,168,2,1,MY,0.6634317695174319,1.6094379124341003
216,201061,178,0,3,N,0.6634317695174319,0.2231435513142097
217,201061,179,3,0,MY,0.6634317695174319,1.6094379124341003
218,201061,189,4,0,MY,0.6634317695174319,1.6094379124341003
219,201061,190,2,0,MY,0.6634317695174319,1.6094379124341003
220,201061,196,0,3,Y,0.27347542232266925,1.6094379124341003
221,201061,196,0,4,MY,0.6634317695174319,1.6094379124341003
222,201061,196,0,4,MY,0.27347542232266925,1.6094379124341003
223,201061,210,1,2,MY,0.6634317695174319,1.6094379124341003
224,201061,210,1,2,MY,0.6634317695174319,1.6094379124341003
225,201061,210,1,3,Y,0.6634317695174319,1.6094379124341003
226,201061,210,1,4,MY,0.6634317695174319,1.6094379124341003
227,201061,210,1,4,MY,0.6634317695174319,1.6094379124341003
228,201061,245,1,2,MY,0.6634317695174319,0.6634317695174319
229,201061,245,1,2,MY,0.6634317695174319,0.6634317695174319
230,201061,245,1,4,Y,0.6634317695174319,0.6634317695174319
231,201061,255,2,1,Y,0.6634317695174319,1.6094379124341003
232,201061,263,3,1,Y,0.6634317695174319,1.6094379124341003
233,201061,299,1,2,Y,0.6634317695174319,0.27347542232266925
234,201061,299,1,3,Y,0.6634317695174319,0.4938605611441196
235,201061,336,4,1,Y,0.6634317695174319,1.6094379124341003
236,201061,360,1,2,Y,0.6634317695174319,0.08391670438727078
237,201061,360,1,4,MY,0.6634317695174319,0.20357590898252861
238,201061,360,1,4,MY,0.6634317695174319,0.6634317695174319
239,201082,204,4,0,MY,1.6094379124341003,1.6094379124341003
240,201082,205,2,0,MY,1.6094379124341003,1.6094379124341003
241,201082,230,1,0,MY,2.1232449272879514,1.6094379124341003
242,201082,240,3,0,MY,0.6634317695174319,1.6094379124341003
243,201082,262,2,3,MY,1.6094379124341003,1.6094379124341003
244,201082,262,2,3,MY,0.6634317695174319,1.6094379124341003
245,201082,262,2,4,MY,1.6094379124341003,1.6094379124341003
246,201082,262,1,3,MY,2.1232449272879514,1.6094379124341003
247,201082,262,1,3,MY,1.6094379124341003,1.6094379124341003
248,201082,262,1,4,MY,1.6094379124341003,1.6094379124341003
249,201082,271,0,3,MY,1.6094379124341003,1.6094379124341003
250,201082,271,0,3,MY,1.6094379124341003,1.6094379124341003
251,201082,271,0,4,MY,2.1232449272879514,1.6094379124341003
252,201082,308,3,1,N,0.6634317695174319,0.2231435513142097
253,201082,308,3,1,N,2.1232449272879514,0.2231435513142097
254,201082,308,3,1,N,2.1232449272879514,0.2231435513142097
255,201082,332,2,1,N,1.6094379124341003,0.2231435513142097
256,201082,332,2,1,N,0.8752298727070241,0.2231435513142097
257,201082,332,2,1,N,2.1232449272879514,0.2231435513142097
258,201082,332,2,3,Y,0.6634317695174319,0.6634317695174319
259,201082,339,1,3,Y,1.6094379124341003,0.6634317695174319
260,201082,341,4,1,N,1.6094379124341003,0.2231435513142097
261,201082,341,4,1,N,2.1232449272879514,0.2231435513142097
262,201082,341,4,1,N,0.8752298727070241,0.2231435513142097
263,201082,341,4,1,Y,1.6094379124341003,1.6094379124341003
264,201082,352,3,1,Y,0.6634317695174319,1.6094379124341003
265,201082,358,2,1,Y,0.6634317695174319,1.6094379124341003
266,201082,358,2,4,MY,1.6094379124341003,0.6634317695174319
267,201082,358,2,4,N,2.1232449272879514,0.2231435513142097
268,201082,369,1,4,MY,1.6094379124341003,0.6634317695174319
269,201082,369,1,4,N,2.1232449272879514,0.2231435513142097
270,201082,374,3,1,Y,0.6634317695174319,0.4938605611441196
271,201082,377,1,3,Y,1.6094379124341003,0.20357590898252861
272,201085,162,2,1,MY,0.6634317695174319,1.6094379124341003
273,201085,190,3,1,MY,0.6634317695174319,1.6094379124341003
274,201085,220,4,1,MY,0.6634317695174319,1.6094379124341003
275,201085,259,0,1,MY,0.6634317695174319,1.6094379124341003
276,201085,259,0,3,MY,0.6634317695174319,1.6094379124341003
277,201085,259,0,3,MY,0.6634317695174319,1.6094379124341003
278,201085,290,2,3,MY,0.6634317695174319,1.6094379124341003
279,201085,290,2,3,MY,0.6634317695174319,1.6094379124341003
280,201085,295,1,3,MY,0.6634317695174319,1.6094379124341003
281,201085,295,1,3,MY,0.27347542232266925,1.6094379124341003
282,201085,332,4,3,MY,2.3299800242162787,1.6094379124341003
283,201085,332,4,3,MY,0.6634317695174319,1.6094379124341003
284,201085,339,1,4,MY,0.6634317695174319,1.6094379124341003
285,201085,339,1,4,MY,0.27347542232266925,1.6094379124341003
286,201085,340,3,1,MY,0.6634317695174319,0.6634317695174319
287,201085,340,3,4,MY,0.6634317695174319,1.6094379124341003
288,201085,340,3,4,MY,0.6634317695174319,1.6094379124341003
289,201085,342,2,1,MY,0.6634317695174319,0.6634317695174319
290,201085,342,2,3,MY,0.6634317695174319,0.6634317695174319
291,201085,342,2,4,MY,0.6634317695174319,1.6094379124341003
292,201085,342,2,4,MY,0.6634317695174319,1.6094379124341003
293,201085,355,3,2,MY,0.6634317695174319,1.6094379124341003
294,201085,355,3,2,MY,1.6094379124341003,1.6094379124341003
295,201085,355,3,2,MY,2.1232449272879514,1.6094379124341003
296,201085,372,1,2,MY,0.27347542232266925,1.6094379124341003
297,201085,372,1,2,MY,1.6094379124341003,1.6094379124341003
298,201085,372,1,2,MY,1.6094379124341003,1.6094379124341003
299,201085,372,1,3,MY,0.27347542232266925,0.6634317695174319
300,201085,372,1,3,MY,0.6634317695174319,0.6634317695174319
301,201085,372,1,3,MY,0.27347542232266925,0.27347542232266925
302,201085,379,4,1,MY,0.6634317695174319,0.6634317695174319
303,201085,379,4,1,MY,0.6634317695174319,0.27347542232266925
304,201085,379,4,2,MY,0.6634317695174319,1.6094379124341003
305,201085,379,4,2,MY,1.6094379124341003,1.6094379124341003
306,201085,379,4,2,MY,1.6094379124341003,1.6094379124341003
307,201085,379,4,3,MY,0.6634317695174319,0.6634317695174319
308,201085,379,4,3,MY,2.3299800242162787,0.6634317695174319
309,201085,379,4,3,MY,0.6634317695174319,0.27347542232266925
310,201102,189,2,1,MY,0.6634317695174319,1.6094379124341003
311,201102,192,0,1,MY,0.6634317695174319,1.6094379124341003
312,201102,192,0,3,MY,0.6634317695174319,1.6094379124341003
313,201102,194,3,0,Y,0.6634317695174319,1.6094379124341003
314,201102,198,4,0,Y,0.27347542232266925,1.6094379124341003
315,201102,211,1,0,Y,0.6634317695174319,1.6094379124341003
316,201102,224,2,1,Y,0.6634317695174319,0.6634317695174319
317,201102,236,0,1,Y,0.6634317695174319,0.6634317695174319
318,201102,243,1,0,Y,0.6634317695174319,0.4938605611441196
319,201102,243,1,2,MY,0.6634317695174319,1.6094379124341003
320,201102,245,2,1,Y,0.6634317695174319,0.20357590898252861
321,201102,250,3,0,Y,0.6634317695174319,0.4938605611441196
322,201102,256,4,0,Y,0.27347542232266925,0.4938605611441196
323,201102,277,0,1,Y,0.6634317695174319,0.20357590898252861
324,201102,333,2,1,Y,0.6634317695174319,0.062467841641360974
325,201102,344,0,1,Y,0.6634317695174319,0.062467841641360974
326,201102,377,0,4,MY,0.6634317695174319,1.6094379124341003
327,201110,168,4,0,MY,0.6634317695174319,1.6094379124341003
328,201110,168,4,0,MY,2.3299800242162787,1.6094379124341003
329,201110,177,0,4,N,0.6634317695174319,0.2231435513142097
330,201110,178,1,0,MY,0.27347542232266925,1.6094379124341003
331,201110,178,1,0,MY,0.6634317695174319,1.6094379124341003
332,201110,178,1,0,MY,1.6094379124341003,1.6094379124341003
333,201110,178,1,0,MY,1.6094379124341003,1.6094379124341003
334,201110,180,2,0,MY,0.6634317695174319,1.6094379124341003
335,201110,180,2,0,MY,0.6634317695174319,1.6094379124341003
336,201110,180,2,0,MY,2.1232449272879514,1.6094379124341003
337,201110,180,2,0,MY,1.6094379124341003,1.6094379124341003
338,201110,201,1,2,N,1.6094379124341003,0.2231435513142097
339,201110,202,3,1,MY,0.6634317695174319,1.6094379124341003
340,201110,204,4,0,MY,1.6094379124341003,1.6094379124341003
341,201110,204,4,0,MY,2.1232449272879514,1.6094379124341003
342,201110,223,0,1,MY,0.6634317695174319,1.6094379124341003
343,201110,223,0,2,N,0.6634317695174319,0.2231435513142097
344,201110,239,2,1,MY,0.6634317695174319,1.6094379124341003
345,201110,243,1,3,MY,0.27347542232266925,1.6094379124341003
346,201110,243,1,3,MY,0.6634317695174319,1.6094379124341003
347,201110,292,3,1,MY,0.6634317695174319,0.6634317695174319
348,201110,308,0,1,MY,0.6634317695174319,0.6634317695174319
349,201110,308,0,4,N,0.6634317695174319,0.2231435513142097
350,201110,328,0,4,Y,0.6634317695174319,1.6094379124341003
351,201110,328,0,4,N,0.6634317695174319,0.12742750599967062
352,201110,332,1,0,Y,0.6634317695174319,0.6634317695174319
353,201110,338,0,1,Y,0.6634317695174319,0.27347542232266925
354,201110,340,3,1,Y,0.6634317695174319,0.27347542232266925
355,201110,347,4,0,Y,2.3299800242162787,0.6634317695174319
356,201110,347,4,0,Y,0.6634317695174319,0.6634317695174319
357,201110,354,2,0,Y,0.6634317695174319,0.6634317695174319
358,201110,354,2,0,Y,0.6634317695174319,0.6634317695174319
359,201110,354,2,1,MY,0.6634317695174319,0.6634317695174319
360,201110,354,2,1,Y,0.6634317695174319,0.27347542232266925
361,201110,363,0,4,Y,0.6634317695174319,0.4938605611441196
362,201110,386,1,0,Y,0.27347542232266925,0.6634317695174319
363,201147,159,1,4,N,2.1232449272879514,0.2231435513142097
364,201147,159,1,4,N,1.6094379124341003,0.2231435513142097
365,201147,161,0,4,N,2.1232449272879514,0.2231435513142097
366,201147,161,0,4,N,1.6094379124341003,0.2231435513142097
367,201147,167,1,0,N,2.1232449272879514,0.2231435513142097
368,201147,178,2,0,N,0.8752298727070241,0.2231435513142097
369,201147,184,4,0,N,2.1232449272879514,0.2231435513142097
370,201147,184,4,1,N,2.1232449272879514,0.2231435513142097
371,201147,184,4,1,MY,1.6094379124341003,1.6094379124341003
372,201147,184,4,1,MY,1.6094379124341003,1.6094379124341003
373,201147,196,3,0,N,2.1232449272879514,0.2231435513142097
374,201147,196,3,2,MY,1.6094379124341003,1.6094379124341003
375,201147,199,0,1,N,2.1232449272879514,0.2231435513142097
376,201147,199,0,1,MY,1.6094379124341003,1.6094379124341003
377,201147,199,0,1,MY,2.1232449272879514,1.6094379124341003
378,201147,199,0,2,MY,1.6094379124341003,1.6094379124341003
379,201147,199,0,3,MY,1.6094379124341003,1.6094379124341003
380,201147,199,0,3,MY,2.1232449272879514,1.6094379124341003
381,201147,212,2,3,MY,1.6094379124341003,1.6094379124341003
382,201147,212,2,3,MY,1.6094379124341003,1.6094379124341003
383,201147,260,1,4,MY,0.6634317695174319,1.6094379124341003
384,201147,308,4,1,MY,1.6094379124341003,0.6634317695174319
385,201147,308,4,1,MY,1.6094379124341003,0.6634317695174319
386,201147,314,0,1,MY,1.6094379124341003,0.6634317695174319
387,201147,314,0,1,MY,2.1232449272879514,0.6634317695174319
388,201147,314,0,4,MY,2.1232449272879514,1.6094379124341003
389,201147,314,0,4,Y,2.1232449272879514,0.6634317695174319
390,201147,323,3,0,MY,0.6634317695174319,1.6094379124341003
391,201147,323,3,0,N,1.6094379124341003,0.2231435513142097
392,201147,323,3,0,N,1.6094379124341003,0.2231435513142097
393,201147,337,4,0,MY,2.1232449272879514,1.6094379124341003
394,201147,337,4,0,N,1.6094379124341003,0.2231435513142097
395,201147,337,4,0,N,1.6094379124341003,0.2231435513142097
396,201147,339,0,4,N,1.6094379124341003,0.12742750599967062
397,201147,341,1,0,MY,1.6094379124341003,1.6094379124341003
398,201147,341,1,0,N,0.6634317695174319,0.2231435513142097
399,201147,341,1,0,N,0.6634317695174319,0.2231435513142097
400,201147,341,1,4,Y,0.6634317695174319,0.6634317695174319
401,201147,341,1,4,N,1.6094379124341003,0.12742750599967062
402,201147,341,2,0,MY,1.6094379124341003,1.6094379124341003
403,201147,341,2,0,N,0.6634317695174319,0.2231435513142097
404,201147,341,2,0,N,1.6094379124341003,0.2231435513142097
405,201161,235,0,4,N,2.1232449272879514,0.2231435513142097
406,201161,235,0,4,MY,1.6094379124341003,1.6094379124341003
407,201161,235,0,4,MY,1.6094379124341003,1.6094379124341003
408,201161,245,1,0,N,0.8752298727070241,0.2231435513142097
409,201161,245,1,0,MY,1.6094379124341003,1.6094379124341003
410,201161,245,1,0,MY,1.6094379124341003,1.6094379124341003
411,201161,245,1,4,N,0.8752298727070241,0.2231435513142097
412,201161,245,1,4,MY,1.6094379124341003,1.6094379124341003
413,201161,245,1,4,MY,1.6094379124341003,1.6094379124341003
414,201161,248,4,0,N,2.1232449272879514,0.2231435513142097
415,201161,248,4,0,MY,0.6634317695174319,1.6094379124341003
416,201161,248,4,0,MY,0.6634317695174319,1.6094379124341003
417,201161,248,4,1,N,2.1232449272879514,0.2231435513142097
418,201161,248,4,1,MY,0.6634317695174319,1.6094379124341003
419,201161,248,4,1,MY,0.6634317695174319,1.6094379124341003
420,201161,259,3,0,N,2.1232449272879514,0.2231435513142097
421,201161,259,3,0,MY,1.6094379124341003,1.6094379124341003
422,201161,259,3,0,MY,2.1232449272879514,1.6094379124341003
423,201161,259,3,1,N,2.1232449272879514,0.2231435513142097
424,201161,259,3,1,MY,1.6094379124341003,1.6094379124341003
425,201161,259,3,1,MY,2.1232449272879514,1.6094379124341003
426,201161,261,2,0,N,2.1232449272879514,0.2231435513142097
427,201161,261,2,0,MY,0.6634317695174319,1.6094379124341003
428,201161,261,2,0,MY,1.6094379124341003,1.6094379124341003
429,201161,261,2,1,N,2.1232449272879514,0.2231435513142097
430,201161,261,2,1,MY,0.6634317695174319,1.6094379124341003
431,201161,261,2,1,MY,1.6094379124341003,1.6094379124341003
432,201161,308,0,1,N,2.1232449272879514,0.2231435513142097
433,201161,308,0,1,MY,1.6094379124341003,1.6094379124341003
434,201161,308,0,1,MY,1.6094379124341003,1.6094379124341003
